Entity,Code,Year,Electricity from coal (TWh),Electricity from gas (TWh),Electricity from hydro (TWh),Electricity from other renewables (TWh),Electricity from solar (TWh),Electricity from oil (TWh),Electricity from wind (TWh),Electricity from nuclear (TWh)
Algeria,DZA,1990,,,0.135,0,0,,0,0
Algeria,DZA,1991,,,0.293,0,0,,0,0
Algeria,DZA,1992,,,0.19899999999999998,0,0,,0,0
Algeria,DZA,1993,,,0.353,0,0,,0,0
Algeria,DZA,1994,,,0.166,0,0,,0,0
Algeria,DZA,1995,,,0.193,0,0,,0,0
Algeria,DZA,1996,,,0.135,0,0,,0,0
Algeria,DZA,1997,,,0.075,0,0,,0,0
Algeria,DZA,1998,,,0.215,0,0,,0,0
Algeria,DZA,1999,,,0.203,0,0,,0,0
American Samoa,ASM,2000,0,0,0,0,0,0.159,0,0
American Samoa,ASM,2001,0,0,0,0,0,0.161,0,0
American Samoa,ASM,2002,0,0,0,0,0,0.168,0,0
American Samoa,ASM,2003,0,0,0,0,0,0.177,0,0
American Samoa,ASM,2004,0,0,0,0,0,0.177,0,0
American Samoa,ASM,2005,0,0,0,0,0,0.178,0,0
American Samoa,ASM,2006,0,0,0,0,0,0.181,0,0
American Samoa,ASM,2007,0,0,0,0,0,0.184,0,0
American Samoa,ASM,2008,0,0,0,0,0,0.187,0,0
American Samoa,ASM,2009,0,0,0,0,0,0.178,0,0
American Samoa,ASM,2010,0,0,0,0,0,0.159,0,0
American Samoa,ASM,2011,0,0,0,0,0,0.155,0,0
American Samoa,ASM,2012,0,0,0,0,0,0.157,0,0
American Samoa,ASM,2013,0,0,0,0,0,0.156,0,0
American Samoa,ASM,2014,0,0,0,0,0,0.156,0,0
American Samoa,ASM,2015,0,0,0,0,0,0.163,0,0
American Samoa,ASM,2016,0,0,0,0,0,0.17,0,0
American Samoa,ASM,2017,0,0,0,0,0,0.167,0,0
American Samoa,ASM,2018,0,0,0,0,0,0.163,0,0
American Samoa,ASM,2019,0,0,0,0,0,0.163,0,0
Angola,AGO,2000,0,0.272829042517798,0.903,0,0,0.228190957482201,0,0
Angola,AGO,2001,0,0.317873987623927,1.007,0,0,0.265866012376072,0,0
Angola,AGO,2002,0,0.318385862000133,1.132,0,0,0.266294137999866,0,0
Angola,AGO,2003,0,0.385953279659325,1.229,0,0,0.322806720340674,0,0
Angola,AGO,2004,0,0.246723449331292,1.733,0,0,0.206356550668707,0,0
Angola,AGO,2005,0,0.290232771308802,2.197,0,0,0.242747228691197,0,0
Angola,AGO,2006,0,0.328111475148047,2.638,0,0,0.274428524851952,0,0
Angola,AGO,2007,0,0.368549550868321,2.472,0,0,0.308250449131678,0,0
Angola,AGO,2008,0,0.523135612482533,3.103,0,0,0.437544387517466,0,0
Angola,AGO,2009,0,0.839985851354048,3.063,0,0,0.702554148645951,0,0
Angola,AGO,2010,0,0.893732660855678,3.666,0,0.01,0.74750733914432,0,0
Angola,AGO,2011,0,0.841521474482666,3.967,0,0.011,0.703838525517333,0,0
Angola,AGO,2012,0,1.24487848293299,3.734,0,0.014,1.041201517067,0,0
Angola,AGO,2013,0,1.76545472353449,4.719,0,0.015,1.47660527646549,0,0
Angola,AGO,2014,0,2.27221035597844,4.991,0.036,0.017,1.90044964402155,0,0
Angola,AGO,2015,0,2.29370907977909,5.037,0.042,0.018,1.9184309202209,0,0
Angola,AGO,2016,0,2.32698091423248,5.757,0.155,0.018271,1.94625908576751,0,0
Angola,AGO,2017,0,1.5694068374476,7.576,0.2,0.018,1.31263316255239,0,0
Angola,AGO,2018,0,1.53613500299421,8.64666,0.2,0.018,1.28480499700578,0,0
Angola,AGO,2019,0,1.28361031073258,9.84988,0.252666666666666,0.018,1.07359635593408,0,0
Antarctica,ATA,2000,0,0,0,0,0,0,0,0
Antarctica,ATA,2001,0,0,0,0,0,0,0,0
Antarctica,ATA,2002,0,0,0,0,0,0,0,0
Antarctica,ATA,2003,0,0,0,0,0,0,0,0
Antarctica,ATA,2004,0,0,0,0,0,0,0,0
Antarctica,ATA,2005,0,0,0,0,0,0,0.002,0
Antarctica,ATA,2006,0,0,0,0,0,0,0.002,0
Antarctica,ATA,2007,0,0,0,0,0,0,0.002,0
Antarctica,ATA,2008,0,0,0,0,0,0,0.002,0
Antarctica,ATA,2009,0,0,0,0,0,0,0.004,0
Antarctica,ATA,2010,0,0,0,0,0,0,0.004,0
Antarctica,ATA,2011,0,0,0,0,0,0,0.004,0
Antarctica,ATA,2012,0,0,0,0,0,0,0.0005,0
Antarctica,ATA,2013,0,0,0,0,0,0,0.0005,0
Antarctica,ATA,2014,0,0,0,0,0,0,0.0005,0
Antarctica,ATA,2015,0,0,0,0,0,0,0.001,0
Antarctica,ATA,2016,0,0,0,0,0,0,0.001,0
Antarctica,ATA,2017,0,0,0,0,0,0,0,0
Antarctica,ATA,2018,0,0,0,0,0,0,0,0
Antarctica,ATA,2019,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2000,0,0,0,0,0,0.141,0,0
Antigua and Barbuda,ATG,2001,0,0,0,0,0,0.161,0,0
Antigua and Barbuda,ATG,2002,0,0,0,0,0,0.18,0,0
Antigua and Barbuda,ATG,2003,0,0,0,0,0,0.198,0,0
Antigua and Barbuda,ATG,2004,0,0,0,0,0,0.208,0,0
Antigua and Barbuda,ATG,2005,0,0,0,0,0,0.228,0,0
Antigua and Barbuda,ATG,2006,0,0,0,0,0,0.243,0,0
Antigua and Barbuda,ATG,2007,0,0,0,0,0,0.263,0,0
Antigua and Barbuda,ATG,2008,0,0,0,0,0,0.271,0,0
Antigua and Barbuda,ATG,2009,0,0,0,0,0,0.308,0,0
Antigua and Barbuda,ATG,2010,0,0,0,0,0.0002,0.319,0,0
Antigua and Barbuda,ATG,2011,0,0,0,0,0.0005,0.318,0,0
Antigua and Barbuda,ATG,2012,0,0,0,0,0.0005,0.31,0,0
Antigua and Barbuda,ATG,2013,0,0,0,0,0.0006,0.31,0,0
Antigua and Barbuda,ATG,2014,0,0,0,0,0.0006,0.316,0,0
Antigua and Barbuda,ATG,2015,0,0,0,0,0.005355,0.32,0,0
Antigua and Barbuda,ATG,2016,0,0,0,0,0.005512,0.323,0,0
Antigua and Barbuda,ATG,2017,0,0,0,0,0.006142,0.323,0,0
Antigua and Barbuda,ATG,2018,0,0,0,0,0.013073,0.325,0,0
Antigua and Barbuda,ATG,2019,0,0,0,0,0.015,0.326666666666666,0,0
Argentina,ARG,1985,0.607,12.46381379,20.646,0.103321614,0,5.706,0,5.766
Argentina,ARG,1986,1.013,13.27074408,21.009,0.107078921,0,7.894,0,5.711
Argentina,ARG,1987,1.016,12.55825178,21.840999999999998,0.10815682300000001,0,10.078,0,6.465
Argentina,ARG,1988,1.5859999999999999,20.55537675,15.033,0.12111604699999999,0,8.635,0,5.797999999999999
Argentina,ARG,1989,0.865,24.30740969,12.965,0.119376908,0,7.204,0,5.039
Argentina,ARG,1990,0.66,19.84722552,17.875999999999998,0.106763284,0,4.944,0,7.281000000000001
Argentina,ARG,1991,0.9259999999999999,21.0222934,16.221,0.099600404,0,7.619,0,7.756
Argentina,ARG,1992,0.8340000000000001,20.4208828,19.77905051,0.101865495,0,7.6610000000000005,0,7.081
Argentina,ARG,1993,1.18,22.28923825,23.55547475,0.107438403,0,6.693,0,7.75
Argentina,ARG,1994,2.3480000000000003,22.08119548,27.97278788,0.119290038,0,4.5569999999999995,0,8.235
Argentina,ARG,1995,1.9080000000000001,24.88191973,28.45812121,0.115592457,0,4.585,0,7.066
Argentina,ARG,1996,1.9169999999999998,29.37967549,25.94518182,0.35139749200000003,0,4.624,0.009618000000000002,7.459
Argentina,ARG,1997,1.896,26.90452755,33.029959600000005,0.44563205,0,2.042,0.014591999999999999,7.961
Argentina,ARG,1998,1.808,28.02080112,32.42178788,0.46388120299999996,0.000017,3.81,0.032541,7.452999999999999
Argentina,ARG,1999,2.106,40.20900695,26.53007071,0.650455143,0.000026000000000000002,3.8310000000000004,0.034781,7.106
Argentina,ARG,2000,1.85500585464724,45.1250967590844,28.486,0.68,0,3.07395738626827,0.035,5.985
Argentina,ARG,2001,1.43331980518484,40.1255843286349,36.653,0.62,0,1.07949586618017,0.049,6.541
Argentina,ARG,2002,0.876816823276084,37.5927454925659,35.492,0.87,0,0.860977684157942,0.073,5.39
Argentina,ARG,2003,0.984390651249077,44.4869463958719,33.475,1,0,1.091562952879,0.078,7.03
Argentina,ARG,2004,1.70656298472457,51.0579042471459,30.136,1.2,0.00007,4.20517276812947,0.072,7.313
Argentina,ARG,2005,2.2201335197117,51.1256042983759,33.664,1.3,0.00008,6.11020218191235,0.075,6.37
Argentina,ARG,2006,2.1053953089669,53.0091074333529,37.571,2.8,0.00009,8.70349725768014,0.07,7.153
Argentina,ARG,2007,2.4939470865096,56.7201243368913,30.063,2.76,0.0001,12.048928576599,0.061,6.722
Argentina,ARG,2008,1.9523547793755,59.4138924534917,30.113,1.576,0.0001,14.8094727671327,0.042,6.85
Argentina,ARG,2009,1.8086260708587,56.8190455120602,33.527,1.366,0.0001,15.154328417081,0.036,7.59
Argentina,ARG,2010,3.11282547699109,58.0551363032987,33.01947,1.165,0.0001,17.5570382197101,0.025,6.691
Argentina,ARG,2011,3.03213157846034,61.4383164050298,31.03353,1.162,0.002,20.1333120165097,0.059,5.894
Argentina,ARG,2012,2.70138908462327,68.9189013077154,28.71198,1.372,0.008,20.2553096076613,0.822,5.903
Argentina,ARG,2013,2.43431802776121,67.3651386977407,32.51259,1.314,0.015,21.931383274498,1.007,5.7316
Argentina,ARG,2014,2.63421412631786,69.1540087044669,32.33241,0.988,0.016,20.6118971692151,0.619,5.258
Argentina,ARG,2015,2.48680515096197,71.2926294539857,31.93938,1.194,0.015,23.7606053950522,0.593,6.519
Argentina,ARG,2016,1.97703534505969,76.5742687962155,29.40498,1.214,0.014,21.9525558587248,0.548,7.677
Argentina,ARG,2017,2.2018384977976,84.0513399793646,31.45923,1.389,0.016,12.7626615228377,0.612,5.71627
Argentina,ARG,2018,2.19307437935943,88.4762553494321,31.96215,1.36,0.108,7.51461027120846,1.413,6.453
Argentina,ARG,2019,0.740681614473364,85.786608802587,27.33489,1.724,0.8,3.37242958293959,4.997,7.927
Argentina,ARG,2020,1.44571888554502,86.6896597556761,20.853642183,1.89349616,1.344266595,3.49202163193959,9.41975770799999,10.010407849
Armenia,ARM,2000,0,2.53048,1.248,0,0,0,0,1.84
Armenia,ARM,2001,0,2.6226,0.958,0,0,0,0,1.987
Armenia,ARM,2002,0,1.48426,1.641,0,0,0,0,2.09
Armenia,ARM,2003,0,1.42974,1.962,0,0,0,0,1.82
Armenia,ARM,2004,0,1.72114,1.978,0,0,0,0,2.205
Armenia,ARM,2005,0,1.71832,1.755,0,0,0,0.001,2.504
Armenia,ARM,2006,0,1.38744,1.807,0,0,0,0.001,2.422
Armenia,ARM,2007,0,1.39966,1.833975,0,0,0,0.003,2.34783
Armenia,ARM,2008,0,1.4194,1.77903,0,0,0,0.002,2.266
Armenia,ARM,2009,0,1.08476,1.999,0,0,0,0.004,2.29
Armenia,ARM,2010,0,1.35172,2.53,0,0,0,0.007,2.287
Armenia,ARM,2011,0,2.2466,2.464,0,0,0,0.003,2.357
Armenia,ARM,2012,0,3.19506,2.299,0,0,0,0.004,2.124
Armenia,ARM,2013,0,2.98262,2.151,0,0,0,0.004,2.168
Armenia,ARM,2014,0,3.09166,1.972,0,0,0,0.004,2.266
Armenia,ARM,2015,0,2.63294,2.184,0,0.001,0,0.003,2.571
Armenia,ARM,2016,0,2.42614,2.327,0,0.001,0,0.002,2.195
Armenia,ARM,2017,0,2.69968,2.246,0,0.003,0,0.002,2.411
Armenia,ARM,2018,0,3.17344,2.29482,0,0.019,0,0.002,1.898
Armenia,ARM,2019,0,2.86418,2.34729,0,0.013,0,0.003,2.029
Aruba,ABW,2000,0,0,0,0,0,0.73,0,0
Aruba,ABW,2001,0,0,0,0,0,0.76,0,0
Aruba,ABW,2002,0,0,0,0,0,0.775,0,0
Aruba,ABW,2003,0,0,0,0,0,0.791,0,0
Aruba,ABW,2004,0,0,0,0,0,0.813,0,0
Aruba,ABW,2005,0,0,0,0,0,0.855,0,0
Aruba,ABW,2006,0,0,0,0,0,0.854,0,0
Aruba,ABW,2007,0,0,0,0,0,0.88,0,0
Aruba,ABW,2008,0,0,0,0,0,0.859,0,0
Aruba,ABW,2009,0,0,0,0,0,0.869,0.03,0
Aruba,ABW,2010,0,0,0,0,0.0001,0.784,0.106,0
Aruba,ABW,2011,0,0,0,0,0.0005,0.769,0.113,0
Aruba,ABW,2012,0,0,0,0,0.002,0.731,0.135,0
Aruba,ABW,2013,0,0,0,0,0.002,0.742,0.151,0
Aruba,ABW,2014,0,0,0,0,0.0086047,0.732,0.153,0
Aruba,ABW,2015,0,0,0,0,0.010712,0.746,0.165,0
Aruba,ABW,2016,0,0,0,0.0048,0.010712,0.76,0.134,0
Aruba,ABW,2017,0,0,0,0,0.010712,0.79,0.133,0
Aruba,ABW,2018,0,0,0,0,0.010712,0.82,0.136,0
Aruba,ABW,2019,0,0,0,0,0.010712,0.844666666666666,0.136,0
Asia Pacific,,1985,650.7215865000001,178.51650930000002,320.04461339999995,20.79148751,0,332.2541654,0,209.94677620000002
Asia Pacific,,1986,714.6219974999999,187.9398756,328.1591022,21.68989005,0,323.148953,0,226.16807999999997
Asia Pacific,,1987,802.0013888,211.3218816,326.8912812,22.00974994,0,327.24123230000004,0,266.67341519999997
Asia Pacific,,1988,870.0037832,226.6768755,361.7862617,23.82670473,0,374.3056389,0,250.91998859999998
Asia Pacific,,1989,945.3596013,241.5648974,388.04352989999995,26.24333903,0,405.66475249999996,0,265.5964838
Asia Pacific,,1990,1005.7801310000001,270.5871039,399.2715428,22.33408198,0.004,470.3609681,0.032323232,287.1385048
Asia Pacific,,1991,1109.339167,293.73913960000004,410.5242724,22.83825194,0.00945,477.6911883,0.122000909,306.127962
Asia Pacific,,1992,1220.033342,313.91038510000004,401.5246502,23.00633425,0.0276,492.71930779999997,0.22047404,314.36598460000005
Asia Pacific,,1993,1291.7918550000002,326.56951760000004,440.28692060000003,22.89851394,0.0431,469.8257265,0.311836667,348.42979239999994
Asia Pacific,,1994,1438.509573,365.0057809,443.2981976,26.37097959,0.0534,512.1792412,0.583588081,372.0585378
Asia Pacific,,1995,1549.107359,407.1114642,483.4344319,30.90213872,0.070660101,492.63803679999995,1.121601313,410.2016684
Asia Pacific,,1996,1686.0742239999997,443.3328485,473.40944069999995,31.45602397,0.098160606,483.0886267,0.9912050659999999,431.27950999999996
Asia Pacific,,1997,1780.490679,508.7475284,475.8946677,34.93782766,0.147015452,458.87691490000003,1.213950041,459.45264800000007
Asia Pacific,,1998,1845.874607,532.8906893,506.67429469999996,37.54185188,0.202918856,424.9484483,1.489550167,478.3517351
Asia Pacific,,1999,1993.877268,577.1479707000001,500.24296519999996,41.20269497,0.28626660600000003,418.3864591,2.053249006,486.4709344
Asia Pacific,,2000,2174.51852,599.6977297999999,521.6520706,44.60806485,0.42848442600000003,421.96561280000003,2.56394698,500.03927530000004
Asia Pacific,,2001,2308.734902,639.1181957,570.4627558999999,45.24425452,0.608506426,383.1972706,3.517409418,506.6039518
Asia Pacific,,2002,2508.4109280000002,690.4702244,578.9078873999999,47.07413449,0.829111425,391.561237,4.067013247,519.2896707
Asia Pacific,,2003,2816.947967,756.1480475,594.3534075,49.24454746,1.116570608,391.9980379,5.340875855,462.02941
Asia Pacific,,2004,3068.934455,800.5255043,699.1512328,53.02552883,1.463785013,384.5993403,9.186693400000001,530.2104429999999
Asia Pacific,,2005,3394.8827929999998,819.7801326,727.87445,60.19216537,1.852540528,382.9085081,12.01919361,553.1420954
Asia Pacific,,2006,3761.525557,880.7882195000001,801.6969349999999,64.50003345,2.29110778,340.65382650000004,18.56980713,567.9177097999999
Asia Pacific,,2007,4188.345871,954.7748277000001,852.1729591,71.1330306,2.757475173,356.67001160000007,24.65101102,544.7646746
Asia Pacific,,2008,4307.800397,1005.936538,997.7759892999999,79.03590767,3.3623403439999997,326.0741179,36.12928498,528.9005726
Asia Pacific,,2009,4552.347226,1045.365174,968.0859571000001,87.99922241,4.40856319,253.7377117,54.87951482,553.402872
Asia Pacific,,2010,4931.766289,1164.089237,1097.686867,98.11610115,6.7784698720000005,252.05446990000002,81.52535563,582.9454167
Asia Pacific,,2011,5443.459277,1240.545999,1117.780568,104.6336163,12.24619503,312.0315424,113.63201389999999,483.13179749999995
Asia Pacific,,2012,5660.017664999999,1319.232376,1261.992655,112.965958,17.62427339,368.3538091,147.77037109999998,342.9137212
Asia Pacific,,2013,6084.451738000001,1304.233375,1385.568357,124.7250196,32.46389579,295.70394689999995,188.8090806,346.8992981
Asia Pacific,,2014,6336.949528,1365.230083,1521.868225,140.7061428,63.01369399,266.9368203,214.8385502,371.05380279999997
Asia Pacific,,2015,6268.614992,1375.786968,1565.635742,159.2544845,95.62750983,250.1726759,243.33918160000002,419.8680201
Asia Pacific,,2016,6485.893416,1404.401397,1622.959568,160.6610688,141.6795735,243.48334369999998,312.5371645,467.8140954
Asia Pacific,,2017,6854.312574,1441.937974,1671.971119,185.5970392,219.88937190000001,198.9934628,388.0033371,493.33644469999996
Asia Pacific,,2018,7286.14638,1477.656484,1710.85692,208.6085196,313.2193249,173.53815469999998,463.71054239999995,554.1414517999999
Asia Pacific,,2019,7376.3905859999995,1482.649981,1783.6566280000002,238.02287259999997,393.92184130000004,139.4834183,514.2596164,647.3322035
Australia,AUS,1985,89.374,11.501,13.9405106,0.456,0,4.667,0,0
Australia,AUS,1986,92.587,13.784,14.0257988,0.46,0,3.7710000000000004,0,0
Australia,AUS,1987,100.348,13.989,13.613795999999999,0.47,0,2.799,0,0
Australia,AUS,1988,105.99799999999999,14.718,14.334443599999998,0.731,0,2.444,0,0
Australia,AUS,1989,113.56,15.128,14.253669,0.81,0,3.0239999999999996,0,0
Australia,AUS,1990,123.363,12.5655,14.7595,0.7595,0,3.4739999999999998,0,0
Australia,AUS,1991,127.22155,11.2025,15.6535,0.7195,0.00545,2.8789999999999996,0,0
Australia,AUS,1992,130.0024,11.964,15.9415,0.67,0.0121,2.3915,0,0
Australia,AUS,1993,133.2774,12.247,16.387,0.67,0.0146,2.3705,0.002,0
Australia,AUS,1994,136.8941,13.556,16.15,0.6965,0.0174,2.529,0.0055,0
Australia,AUS,1995,141.93535,13.679,15.630999999999998,0.8255,0.02115,2.7715,0.006999999999999999,0
Australia,AUS,1996,148.4309,11.9355,15.9685,0.9465,0.0256,2.49,0.006999999999999999,0
Australia,AUS,1997,157.47385,12.18,15.9525,0.997,0.03065,1.9980000000000002,0.0075,0
Australia,AUS,1998,165.9459,14.4675,15.798,1.081,0.0356,1.775,0.018000000000000002,0
Australia,AUS,1999,171.1614,16.123,16.2815,1.1335,0.0406,1.7565,0.043,0
Australia,AUS,2000,163.477494734441,15.1977813009788,16.196,1.13,0.038,2.06228396457966,0.058,0
Australia,AUS,2001,168.3578238525,22.9314633737832,16.397,1.35,0.044,2.44753277371655,0.21,0
Australia,AUS,2002,164.664949453032,29.2731481418915,15.718,1.58,0.05,2.99566240507571,0.364,0
Australia,AUS,2003,163.418895988282,28.3783201846269,16.127,1.62,0.059,3.32234382709034,0.703,0
Australia,AUS,2004,174.445269835966,26.6707897028361,15.886,1.86,0.069,3.43640046119749,0.705,0
